MVNO,MVNAME,MVPARTY,MVCITY,MV_ILK_KANUN,MV_KANUN,MV_ILK_MAO,MV_MAO,MV_ILK_GGO,MV_GGO,MV_ILK_GO,MV_GO,MV_SSO,MV_YSO
6534,Fikri IŞIK,AK Parti,KOCAELİ,0,1,0,1,0,0,0,0,0,0
6683,Mehmet Hilal KAPLAN,CHP,KOCAELİ,1,11,3,153,0,0,0,4,2,14
6938,Mehmet Ali OKUR,AK Parti,KOCAELİ,0,0,0,0,0,0,0,0,0,0
6941,İlyas ŞEKER,AK Parti,KOCAELİ,0,1,0,0,0,0,0,0,0,0
6664,Lütfü TÜRKKAN,MHP,KOCAELİ,4,7,3,120,0,0,0,0,4,235
6672,Mustafa AKIŞ,AK Parti,KONYA,0,3,0,1,0,0,0,0,0,0
5668,Faruk BAL,MHP,KONYA,0,2,0,29,0,0,0,0,0,1
6868,Mustafa BALOĞLU,AK Parti,KONYA,0,4,0,3,0,0,0,0,0,0
6648,Ahmet DAVUTOĞLU,AK Parti,KONYA,0,0,0,0,0,0,0,0,0,0
6423,Mustafa KABAKCI,AK Parti,KONYA,0,2,0,1,0,0,0,0,0,0
6466,Mustafa KALAYCI,MHP,KONYA,24,34,2,161,0,0,0,0,0,31
5938,Atilla KART,CHP,KONYA,5,13,2,97,0,1,1,2,0,65
6281,Kerim ÖZKUL,AK Parti,KONYA,0,5,1,2,0,0,0,0,0,0
6718,Gülay SAMANCI,AK Parti,KONYA,0,2,0,0,0,0,0,0,0,0
6276,Harun TÜFEKCİ,AK Parti,KONYA,0,2,0,3,0,0,0,0,0,0
6420,Ayşe TÜRKMENOĞLU,AK Parti,KONYA,0,3,0,2,0,0,0,0,0,0
6677,Hüseyin ÜZÜLMEZ,AK Parti,KONYA,0,1,0,1,0,0,0,0,0,0
6670,İlhan YERLİKAYA,AK Parti,KONYA,0,2,0,4,0,0,0,0,0,0
6725,Cem ZORLU,AK Parti,KONYA,0,3,0,3,0,0,0,0,0,0
5979,Soner AKSOY,AK Parti,KÜTAHYA,0,0,0,2,0,0,0,0,0,0
6741,İdris BAL,AK Parti,KÜTAHYA,0,1,0,1,0,0,0,0,0,0
6437,Alim IŞIK,MHP,KÜTAHYA,5,9,19,214,0,0,0,0,169,850
6658,Vural KAVUNCU,AK Parti,KÜTAHYA,0,1,0,2,0,0,0,0,0,0
6171,Hasan Fehmi KİNAY,AK Parti,KÜTAHYA,0,1,0,0,0,0,0,0,0,0
6857,Veli AĞBABA,CHP,MALATYA,4,30,28,287,1,1,0,4,2,160
6685,Hüseyin Cemal AKIN,AK Parti,MALATYA,0,1,0,2,0,0,0,0,0,0
6615,Öznur ÇALIK,AK Parti,MALATYA,3,4,1,3,0,0,0,0,0,0
6518,Mahmut Mücahit FINDIKLI,AK Parti,MALATYA,0,1,1,2,0,0,0,0,0,0
6429,Ömer Faruk ÖZ,AK Parti,MALATYA,0,3,0,4,0,0,0,0,0,0
6924,Mustafa ŞAHİN,AK Parti,MALATYA,0,3,0,3,0,1,0,0,0,0
6462,Erkan AKÇAY,MHP,MANİSA,8,19,17,157,0,0,0,0,0,252
6913,Uğur AYDEMİR,AK Parti,MANİSA,1,3,0,2,0,0,0,0,0,0
6522,Recai BERBER,AK Parti,MANİSA,1,2,0,1,0,0,0,0,0,0
3764,Sümer ORAL,MHP,MANİSA,0,2,0,137,0,0,0,0,0,5
6324,Hasan ÖREN,CHP,MANİSA,8,20,7,73,0,1,0,2,1,134
6778,Sakine ÖZ,CHP,MANİSA,1,20,3,145,0,1,0,1,0,45
6907,Selçuk ÖZDAĞ,AK Parti,MANİSA,0,1,1,2,0,0,0,0,0,0
6928,Özgür ÖZEL,CHP,MANİSA,1,21,3,144,0,1,0,2,1,55
6179,Hüseyin TANRIVERDİ,AK Parti,MANİSA,0,1,0,1,0,0,0,0,0,0
6863,Muzaffer YURTTAŞ,AK Parti,MANİSA,0,2,0,3,0,0,0,0,0,0
6732,Abdurrahim AKDAĞ,AK Parti,MARDİN,0,1,0,2,0,0,0,0,0,0
6633,Gönül BEKİN ŞAHKULUBEY,AK Parti,MARDİN,0,3,0,3,0,0,0,0,0,0
6965,Erol DORA,BDP,MARDİN,0,0,6,141,0,0,0,0,0,10
6737,Muammer GÜLER,AK Parti,MARDİN,0,2,0,1,0,0,0,0,0,0
3536,Ahmet TÜRK,BAĞIMSIZ,MARDİN,0,0,0,1,0,0,0,0,0,1
6964,Gülser YILDIRIM,BDP,MARDİN,0,0,0,0,0,0,0,0,0,0
6927,Aytuğ ATICI,CHP,MERSİN,3,14,9,106,0,1,0,3,1,33
6719,Nebi BOZKURT,AK Parti,MERSİN,0,0,0,3,0,0,0,0,0,0
6531,Mehmet Zafer ÇAĞLAYAN,AK Parti,MERSİN,0,0,0,0,0,0,0,0,0,0
6641,İsa GÖK,CHP,MERSİN,0,1,0,5,0,0,0,2,0,3
6955,Ertuğrul KÜRKCÜ,BDP,MERSİN,0,1,8,139,0,0,0,0,0,16
6715,Çiğdem Münevver ÖKTEN,AK Parti,MERSİN,1,2,0,3,0,0,0,0,0,0
6811,Ali ÖZ,MHP,MERSİN,7,12,3,193,0,0,0,0,8,55
6563,Ali Rıza ÖZTÜRK,CHP,MERSİN,7,30,16,243,0,1,0,2,0,172
6557,Vahap SEÇER,CHP,MERSİN,1,11,5,30,0,0,0,2,0,17
5782,Mehmet ŞANDIR,MHP,MERSİN,68,70,68,213,2,4,0,2,0,175
6714,Ahmet Tevfik UZUN,AK Parti,MERSİN,0,3,0,0,0,1,0,0,0,0
6830,Ömer Süha ALDAN,CHP,MUĞLA,2,17,0,39,0,0,0,3,0,10
6833,Ali BOĞA,AK Parti,MUĞLA,0,1,0,2,0,0,0,0,0,0
6791,Tolga ÇANDAR,CHP,MUĞLA,0,11,2,83,0,1,0,2,0,5
6914,Nurettin DEMİR,CHP,MUĞLA,11,20,3,137,0,1,0,2,4,61
6881,Mehmet ERDOĞAN,MHP,MUĞLA,8,14,3,185,0,0,0,0,10,18
6422,Yüksel ÖZDEN,AK Parti,MUĞLA,1,2,0,3,0,0,0,0,0,0
6890,Muzaffer ÇAKAR,AK Parti,MUŞ,0,2,0,1,0,0,0,0,0,0
6961,Demir ÇELİK,BDP,MUŞ,2,2,6,134,0,0,0,0,0,44
6733,Faruk IŞIK,AK Parti,MUŞ,0,1,0,3,0,0,0,0,0,0
4673,Sırrı SAKİK,BDP,MUŞ,1,1,7,141,0,0,0,0,0,11
6517,Ahmet Erdal FERALAN,AK Parti,NEVŞEHİR,0,1,0,3,0,0,0,0,0,0
6904,Ebu Bekir GİZLİGİDER,AK Parti,NEVŞEHİR,0,2,2,3,0,0,0,0,0,0
6882,Murat GÖKTÜRK,AK Parti,NEVŞEHİR,0,2,0,4,0,0,0,0,0,0
6682,Alpaslan KAVAKLIOĞLU,AK Parti,NİĞDE,0,2,0,4,0,0,0,0,0,0
6706,Ömer SELVİ,AK Parti,NİĞDE,0,1,0,3,0,1,0,0,0,0
6711,Doğan ŞAFAK,CHP,NİĞDE,2,20,3,143,0,0,0,4,6,19
6578,Mustafa HAMARAT,AK Parti,ORDU,1,2,0,3,0,0,0,0,0,0
6312,İdris Naim ŞAHİN,AK Parti,ORDU,0,0,0,0,0,0,0,0,0,0
6879,İhsan ŞENER,AK Parti,ORDU,1,3,0,2,0,0,0,0,0,0
6888,Fatih Han ÜNAL,AK Parti,ORDU,0,3,0,1,0,0,0,0,0,0
6798,İdris YILDIZ,CHP,ORDU,0,15,5,59,0,0,0,3,0,30
5801,Devlet BAHÇELİ,MHP,OSMANİYE,1,1,0,0,0,0,0,0,0,0
6339,Durdu Mehmet KASTAL,AK Parti,OSMANİYE,0,0,0,12,0,0,0,0,0,0
6740,Suat ÖNAL,AK Parti,OSMANİYE,0,0,0,1,0,0,0,0,0,0
6694,Hasan Hüseyin TÜRKOĞLU,MHP,OSMANİYE,8,14,7,146,0,0,0,0,2,55
6260,Nusret BAYRAKTAR,AK Parti,RİZE,0,2,0,0,0,0,0,0,0,0
6889,Hasan KARAL,AK Parti,RİZE,0,2,0,1,0,0,0,0,0,0
5996,Hayati YAZICI,AK Parti,RİZE,1,2,0,0,0,0,0,0,0,0
6348,Hasan Ali ÇELİK,AK Parti,SAKARYA,1,2,0,1,0,0,0,0,0,0
5997,Şaban DİŞLİ,AK Parti,SAKARYA,0,1,0,0,0,0,0,0,0,0
6861,Ayşenur İSLAM,AK Parti,SAKARYA,0,1,0,3,0,0,0,0,0,0
6438,Münir KUTLUATA,MHP,SAKARYA,0,2,1,28,0,0,0,0,0,0
6789,Engin ÖZKOÇ,CHP,SAKARYA,2,11,2,25,0,1,0,1,0,26
6347,Ayhan Sefer ÜSTÜN,AK Parti,SAKARYA,0,1,0,1,0,0,0,0,0,0
6822,Ali İhsan YAVUZ,AK Parti,SAKARYA,0,3,0,2,0,0,0,0,0,0
6675,Tülay BAKIR,AK Parti,SAMSUN,0,1,0,11,0,0,0,0,0,0
6269,Cemal Yılmaz DEMİR,AK Parti,SAMSUN,0,0,0,1,0,0,0,0,0,0
6270,Mustafa DEMİR,AK Parti,SAMSUN,0,1,0,1,0,0,0,0,0,0
6834,Ahmet İhsan KALKAVAN,CHP,SAMSUN,0,24,0,217,0,2,0,2,5,14
6662,Akif Çağatay KILIÇ,AK Parti,SAMSUN,0,1,0,2,0,0,0,0,0,0
6153,Suat KILIÇ,AK Parti,SAMSUN,0,1,0,0,0,0,0,0,0,0
6081,Ahmet Haluk KOÇ,CHP,SAMSUN,0,8,0,12,0,1,0,1,0,21
6850,Cemalettin ŞİMŞEK,MHP,SAMSUN,0,6,2,67,0,0,0,0,0,15
6008,Ahmet YENİ,AK Parti,SAMSUN,0,1,0,1,0,0,0,0,0,0
6010,Afif DEMİRKIRAN,AK Parti,SİİRT,0,2,0,3,0,0,0,0,0,0
6479,Gültan KIŞANAK,BDP,SİİRT,0,0,0,0,0,0,0,0,0,0
6901,Osman ÖREN,AK Parti,SİİRT,0,1,0,1,0,0,0,0,0,0
6030,Engin ALTAY,CHP,SİNOP,2,6,4,45,0,1,0,3,0,19
6745,Mehmet ERSOY,AK Parti,SİNOP,0,1,0,6,0,0,0,0,0,0
6887,Hilmi BİLGİN,AK Parti,SİVAS,0,3,0,3,0,0,0,0,0,0
6620,Mesude Nursuna MEMECAN,AK Parti,SİVAS,0,0,0,1,0,0,0,0,0,0
6405,Malik Ecder ÖZDEMİR,CHP,SİVAS,4,20,1,152,0,2,0,3,0,19
6886,Ali TURAN,AK Parti,SİVAS,0,1,0,2,0,0,0,0,0,0
6374,İsmet YILMAZ,AK Parti,SİVAS,0,1,0,0,0,0,0,0,0,0
5754,Yahya AKMAN,AK Parti,ŞANLIURFA,1,2,0,9,0,0,0,0,0,0
6695,Mehmet AKYÜREK,AK Parti,ŞANLIURFA,0,1,0,10,0,0,0,0,0,0
6968,İbrahim AYHAN,BDP,ŞANLIURFA,0,0,0,0,0,0,0,0,0,0
6474,İbrahim BİNİCİ,BDP,ŞANLIURFA,2,2,8,142,0,0,0,0,19,71
5905,Faruk ÇELİK,AK Parti,ŞANLIURFA,0,1,0,0,0,0,0,0,0,0
4698,Seyit EYYÜPOĞLU,AK Parti,ŞANLIURFA,0,1,0,0,0,0,0,0,0,0
6663,Abdulkerim GÖK,AK Parti,ŞANLIURFA,2,7,0,2,0,0,0,0,0,0
6671,Mehmet Kasım GÜLPINAR,AK Parti,ŞANLIURFA,1,4,0,2,0,0,0,0,0,0
6707,Mahmut KAÇAR,AK Parti,ŞANLIURFA,0,1,0,11,0,0,0,0,0,0
6488,Abdulkadir Emin ÖNEN,AK Parti,ŞANLIURFA,0,1,0,0,0,0,0,0,0,0
6674,Halil ÖZCAN,AK Parti,ŞANLIURFA,0,1,0,0,0,0,0,0,0,0
6104,Zeynep Armağan USLU,AK Parti,ŞANLIURFA,0,5,0,3,0,0,0,0,0,0
6681,Mehmet Emin DİNDAR,AK Parti,ŞIRNAK,0,1,0,3,0,0,0,0,0,0
6970,Selma IRMAK,BDP,ŞIRNAK,0,0,0,0,0,0,0,0,0,0
6476,Hasip KAPLAN,BDP,ŞIRNAK,20,20,40,189,0,1,0,4,3,55
6971,Faysal SARIYILDIZ,BDP,ŞIRNAK,0,0,0,0,0,0,0,0,0,0
5954,Tevfik Ziyaeddin AKBULUT,AK Parti,TEKİRDAĞ,0,1,0,0,0,0,0,0,0,0
6655,Bülent BELEN,MHP,TEKİRDAĞ,12,16,1,138,0,0,0,0,0,27
6686,Emre KÖPRÜLÜ,CHP,TEKİRDAĞ,3,15,4,105,0,1,0,1,3,47
6402,Faik ÖZTRAK,CHP,TEKİRDAĞ,2,10,1,20,0,1,0,1,0,14
6884,Özlem YEMİŞÇİ,AK Parti,TEKİRDAĞ,0,0,0,1,0,0,0,0,0,0
6837,Candan YÜCEER,CHP,TEKİRDAĞ,2,19,10,199,0,2,0,3,1,63
6290,Zeyid ASLAN,AK Parti,TOKAT,0,1,0,10,0,0,0,0,0,0
5973,Şükrü AYALAN,AK Parti,TOKAT,0,0,0,0,0,0,0,0,0,0
5676,Reşat DOĞRU,MHP,TOKAT,12,22,14,90,0,0,0,0,143,57
6780,Orhan DÜZGÜN,CHP,TOKAT,10,17,4,20,0,1,0,2,0,59
6616,Dilek YÜKSEL,AK Parti,TOKAT,0,1,0,3,0,0,0,0,0,0
4712,Koray AYDIN,MHP,TRABZON,0,2,0,58,0,0,0,0,0,5
6933,Erdoğan BAYRAKTAR,AK Parti,TRABZON,0,1,0,1,0,0,0,0,0,0
6846,Aydın BIYIKLIOĞLU,AK Parti,TRABZON,0,1,0,0,0,0,0,0,0,0
6825,Mehmet Volkan CANALİOĞLU,CHP,TRABZON,1,15,4,91,0,1,0,3,2,35
6294,Faruk Nafız ÖZAK,AK Parti,TRABZON,0,0,0,0,0,0,0,0,0,0
6555,Safiye SEYMENOĞLU,AK Parti,TRABZON,0,3,0,5,0,0,0,0,0,0
6826,Hüseyin AYGÜN,CHP,TUNCELİ,0,5,4,22,0,1,0,1,0,77
4440,Kamer GENÇ,CHP,TUNCELİ,9,20,0,68,0,1,0,4,77,4
6792,Dilek AKAGÜN YILMAZ,CHP,UŞAK,0,11,1,59,0,0,0,1,0,44
6788,Mehmet ALTAY,AK Parti,UŞAK,2,3,0,1,0,0,0,0,0,0
6768,İsmail GÜNEŞ,AK Parti,UŞAK,0,5,0,1,0,0,0,0,0,0
6958,Kemal AKTAŞ,BAĞIMSIZ,VAN,0,0,0,0,0,0,0,0,0,0
6807,Mustafa BİLİCİ,AK Parti,VAN,0,1,0,1,0,0,0,0,0,0
6805,Fatih ÇİFTCİ,AK Parti,VAN,0,1,0,1,0,0,0,0,0,0
6967,Nazmi GÜR,BDP,VAN,0,0,2,140,0,0,0,0,3,35
6394,Burhan KAYATÜRK,AK Parti,VAN,0,1,0,0,0,0,0,0,0,0
6572,Gülşen ORHAN,AK Parti,VAN,0,0,0,1,0,0,0,0,0,0
6478,Aysel TUĞLUK,BAĞIMSIZ,VAN,0,0,0,3,0,0,0,0,0,9
6484,Özdal ÜÇER,BDP,VAN,0,0,4,140,0,0,0,0,0,40
6747,Temel COŞKUN,AK Parti,YALOVA,0,1,1,2,0,0,0,0,0,0
6367,Muharrem İNCE,CHP,YALOVA,15,15,3,8,1,2,2,3,0,67
6709,Yusuf BAŞER,AK Parti,YOZGAT,1,3,0,11,0,0,0,0,0,0
6238,Bekir BOZDAĞ,AK Parti,YOZGAT,0,1,0,0,0,0,0,0,0,0
6855,Sadir DURMAZ,MHP,YOZGAT,8,12,4,73,0,0,0,0,18,43
6710,Ertuğrul SOYSAL,AK Parti,YOZGAT,1,6,0,4,0,0,0,0,0,0
6796,Ercan CANDAN,AK Parti,ZONGULDAK,0,1,0,0,0,0,0,0,0,0
6894,Mehmet HABERAL,CHP,ZONGULDAK,0,0,0,0,0,0,0,0,0,0
6512,Ali İhsan KÖKTÜRK,CHP,ZONGULDAK,3,26,5,151,0,0,0,2,0,108
3822,Köksal TOPTAN,AK Parti,ZONGULDAK,0,1,0,0,0,0,0,0,0,0
6738,Özcan ULUPINAR,AK Parti,ZONGULDAK,0,1,0,11,0,0,0,0,0,0
